Fonction;Expérience fonction;Niveau Etudes;Structure;Secteur Activité;Taille Société;Nbre dossiers gérés mensuellement;Paie internalisée ou externalisée;Nbre Bulletins Produits;Nbre Bulletins Supervisés;Nbre de CCN;Management;Volume de paies supervisées;Nbre de personnes supervisées;Quelle est votre expérience totale ?;Combien de jours de télétravail avez vous par semaine ?;Rémunération brute;Avez vous primes et avantages salariaux (hors légal) ?;Anglais dans votre quotidien pro ?;Dans quel département travaillez vous ?;Quel est votre sexe ?;Quelle est votre tranche d'âge ?;Poste;Localisation
Responsable Paie & SIRH;+ 12 ans;Bac+5;Entreprise;Informatique / Télécoms;1000 à 2500;NC;Semi externalisée (le prestataire paie prend certains sujets en charge);51 à 150;NC;1;Non;NC;NC;+ de 21 ans;3;65000;Oui;Oui, écrit et oral;93;Femme;46 à 55 ans;Responsable Paie;IDF
Responsable Paie & SIRH;4 à 7 ans;Bac+2;Entreprise;Autre;1000 à 2500;NC;Internalisée (tout est géré en interne);151 à 300;NC;2 à 3;Oui;1 501 à 3 000;2 à 5;15 à 20 ans;2;63000;Oui;Non;92;Femme;36 à 45 ans;Responsable Paie;IDF
Responsable Paie & SIRH;4 à 7 ans;Bac+3;Entreprise;Associatif;10 001 à 30 000;NC;Internalisée (tout est géré en interne);0;NC;1;Oui;10 001 à 25 000;41;15 à 20 ans;2;67000;Oui;Non;92;Homme;36 à 45 ans;Responsable Paie;IDF
Gestionnaire Paie & ADP;1 à 3 ans;Bac+3;Entreprise;Banque / Assurance / Mutuelle;10 001 à 30 000;NC;Internalisée (tout est géré en interne);301 à 500;NC;1;Oui;- de 500;1;1 à 3 ans;2;38000;Non;Non;94;Femme;26 à 35 ans;Gestionnaire Paie;IDF
Gestionnaire Paie;4 à 7 ans;Bac+5;Cabinet d'Expertise Comptable;NC;1000 à 2500;21 à 40;Semi externalisée (le prestataire paie prend certains sujets en charge);501 à 700;NC;6 à 10;Non;NC;NC;4 à 7 ans;2;31000;Non;Non;75;Femme;26 à 35 ans;Gestionnaire Paie;IDF
Gestionnaire Paie;+ 12 ans;Bac+2;Entreprise;Etudes / Conseils;5001 à 10 000;NC;Internalisée (tout est géré en interne);301 à 500;NC;1;Non;NC;NC;15 à 20 ans;5;43100;Oui;Non;92;Femme;46 à 55 ans;Gestionnaire Paie;IDF
Gestionnaire Paie & ADP;1 à 3 ans;Bac+3;Entreprise;Banque / Assurance / Mutuelle;1000 à 2500;NC;Internalisée (tout est géré en interne);301 à 500;NC;1;Non;NC;NC;1 à 3 ans;2;35500;Oui;Non;75;Femme;36 à 45 ans;Gestionnaire Paie;IDF
Responsable Paie;+ 12 ans;Bac+5;Cabinet d'Expertise Comptable;NC;Moins de 50;61 à 90;Internalisée (tout est géré en interne);301 à 500;NC;6 à 10;Oui;- de 500;2 à 5;+ de 21 ans;0;45000;Non;Non;95;Femme;+ 56 ans;Responsable Paie;IDF
Gestionnaire Paie & ADP;+ 12 ans;Bac+5;Entreprise;Industries;51 à 250;NC;Semi externalisée (le prestataire paie prend certains sujets en charge);51 à 150;NC;1;Non;NC;NC;8 à 12 ans;0;39800;Oui;Oui, écrit et oral;59;Femme;36 à 45 ans;Gestionnaire Paie;Hors IDF
Gestionnaire Paie;4 à 7 ans;Bac+5;Entreprise;Edition / Communication / Multimédia;5001 à 10 000;NC;Internalisée (tout est géré en interne);701;NC;2 à 3;Non;NC;NC;4 à 7 ans;2;34500;Oui;Non;75;Femme;26 à 35 ans;Gestionnaire Paie;IDF
Gestionnaire Paie & ADP;- 1 an;Bac+5;Entreprise;BTP / Travaux / Construction;Moins de 50;NC;Totalement externalisée (la production du BS est gérée par le prestataire);NC;- de 50;1;Oui;- de 500;1;- 1 an;0;29000;Non;Non;91;Femme;36 à 45 ans;Gestionnaire Paie;IDF
Gestionnaire Paie & ADP;1 à 3 ans;Bac+2;Entreprise;Service public;1000 à 2500;NC;Internalisée (tout est géré en interne);701;NC;2 à 3;Oui;- de 500;1;1 à 3 ans;3;38000;Oui;Non;93;Femme;46 à 55 ans;Gestionnaire Paie;IDF
Responsable Paie;8 à 12 ans;Bac+3;Entreprise;Médico Social;251 à 1000;NC;Internalisée (tout est géré en interne);701;NC;1;Oui;501 à 1 500;6 à 10;8 à 12 ans;1;44000;Non;Non;78;Femme;36 à 45 ans;Responsable Paie;IDF
Responsable Paie Adjoint(e);1 à 3 ans;Bac;Entreprise;Commerce / Négoce / Distribution;1000 à 2500;NC;Internalisée (tout est géré en interne);701;NC;1;Oui;501 à 1 500;1;8 à 12 ans;2;43000;Oui;Non;59;Femme;+ 56 ans;Responsable Adjoint Paie;Hors IDF
Responsable Paie Adjoint(e);4 à 7 ans;Bac+3;Entreprise;Commerce / Négoce / Distribution;2500 à 5000;NC;Internalisée (tout est géré en interne);501 à 700;NC;2 à 3;Oui;1 501 à 3 000;2 à 5;8 à 12 ans;0;43000;Oui;Non;74;Femme;26 à 35 ans;Responsable Adjoint Paie;Hors IDF
Gestionnaire Paie & ADP;1 à 3 ans;Bac+3;Cabinet d'Expertise Comptable;NC;Moins de 50;61 à 90;Internalisée (tout est géré en interne);301 à 500;NC;10;Oui;- de 500;1;1 à 3 ans;0;38000;Non;Non;94;Femme;- 25 ans;Gestionnaire Paie;IDF
Consultant(e) Paie;+ 12 ans;Bac+3;Entreprise;Banque / Assurance / Mutuelle;10 001 à 30 000;NC;Internalisée (tout est géré en interne);701;NC;1;Non;NC;NC;15 à 20 ans;2;55000;Oui;Non;94;Femme;36 à 45 ans;Consultant Paie;IDF
Gestionnaire Paie & ADP;1 à 3 ans;Bac+2;Entreprise;Associatif;2500 à 5000;NC;Internalisée (tout est géré en interne);501 à 700;NC;1;Non;NC;NC;1 à 3 ans;5;32000;Non;Non;92;Femme;26 à 35 ans;Gestionnaire Paie;IDF
Consultant(e) Paie;1 à 3 ans;Bac+3;Société d'externalisation de paies;NC;51 à 250;-10;Semi externalisée (le prestataire paie prend certains sujets en charge);301 à 500;NC;2 à 3;Oui;1 501 à 3 000;2 à 5;4 à 7 ans;5;41000;Non;Oui, écrit et oral;3;Femme;26 à 35 ans;Consultant Paie;Hors IDF
Gestionnaire Paie & ADP;8 à 12 ans;Bac+5;Entreprise;HCR (Hotels, Cafés, Restaurants);51 à 250;NC;Internalisée (tout est géré en interne);51 à 150;NC;2 à 3;Non;NC;NC;8 à 12 ans;0;40800;Non;Non;92;Femme;36 à 45 ans;Gestionnaire Paie;IDF
Responsable Paie & SIRH;4 à 7 ans;Bac+5;Entreprise;Informatique / Télécoms;251 à 1000;NC;Internalisée (tout est géré en interne);701;NC;10;Oui;1 501 à 3 000;6 à 10;+ de 21 ans;3;62000;Non;Non;92;Homme;46 à 55 ans;Responsable Paie;IDF
Responsable Paie;8 à 12 ans;Bac+2;Société d'externalisation de paies;NC;Moins de 50;41 à 60;Semi externalisée (le prestataire paie prend certains sujets en charge);501 à 700;NC;10;Non;NC;NC;8 à 12 ans;5;36000;Oui;Non;31;Femme;26 à 35 ans;Responsable Paie;Hors IDF
Responsable Paie;1 à 3 ans;Bac+3;Entreprise;Etudes / Conseils;51 à 250;NC;Totalement externalisée (la production du BS est gérée par le prestataire);NC;151 à 300;2 à 3;Non;NC;NC;8 à 12 ans;1;45000;Oui;Non;69;Femme;26 à 35 ans;Responsable Paie;Hors IDF
Responsable Paie;+ 12 ans;Bac+2;Entreprise;HCR (Hotels, Cafés, Restaurants);2500 à 5000;NC;Internalisée (tout est géré en interne);701;NC;1;Oui;3 001 à 5 000;6 à 10;+ de 21 ans;2;65000;Non;Oui, écrit;91;Femme;+ 56 ans;Responsable Paie;IDF
Gestionnaire Paie & ADP;4 à 7 ans;Bac+3;Entreprise;Banque / Assurance / Mutuelle;30 001;NC;Semi externalisée (le prestataire paie prend certains sujets en charge);151 à 300;NC;2 à 3;Non;NC;NC;4 à 7 ans;2;42000;Oui;Non;92;Femme;36 à 45 ans;Gestionnaire Paie;IDF
Consultant(e) Paie;8 à 12 ans;Bac+3;Société d'externalisation de paies;NC;Moins de 50;61 à 90;Internalisée (tout est géré en interne);301 à 500;NC;10;Non;NC;NC;8 à 12 ans;3;38000;Non;Non;17;Femme;46 à 55 ans;Consultant Paie;Hors IDF
Gestionnaire Paie & ADP;4 à 7 ans;Bac+3;Cabinet d'Expertise Comptable;NC;Moins de 50;41 à 60;Internalisée (tout est géré en interne);301 à 500;NC;10;Oui;501 à 1 500;2 à 5;4 à 7 ans;2;42000;Non;Non;75;Femme;26 à 35 ans;Gestionnaire Paie;IDF
Gestionnaire Paie & ADP;4 à 7 ans;Bac+3;Entreprise;Informatique / Télécoms;251 à 1000;NC;Internalisée (tout est géré en interne);151 à 300;NC;1;Non;NC;NC;4 à 7 ans;2;40000;Oui;Non;92;Femme;26 à 35 ans;Gestionnaire Paie;IDF
Gestionnaire Paie & ADP;4 à 7 ans;Bac+3;Entreprise;Banque / Assurance / Mutuelle;10 001 à 30 000;NC;Internalisée (tout est géré en interne);301 à 500;NC;2 à 3;Non;NC;NC;4 à 7 ans;3;41000;Oui;Non;94;Femme;26 à 35 ans;Gestionnaire Paie;IDF
Gestionnaire Paie;4 à 7 ans;Bac+5;Cabinet d'Expertise Comptable;NC;30 001;11 à 20;Totalement externalisée (la production du BS est gérée par le prestataire);NC;151 à 300;4 à 6;Oui;- de 500;2 à 5;4 à 7 ans;3;45000;Oui;Oui, écrit;1;Femme;26 à 35 ans;Gestionnaire Paie;Hors IDF
Gestionnaire Paie & ADP;+ 12 ans;Bac;Entreprise;Service public;5001 à 10 000;NC;Internalisée (tout est géré en interne);701;NC;1;Non;NC;NC;+ de 21 ans;0;42000;Non;Non;75;Femme;46 à 55 ans;Gestionnaire Paie;IDF
Responsable Paie;1 à 3 ans;Bac+2;Entreprise;BTP / Travaux / Construction;51 à 250;NC;Internalisée (tout est géré en interne);51 à 150;NC;1;Non;NC;NC;4 à 7 ans;0;30003;Non;Non;64;Femme;36 à 45 ans;Responsable Paie;Hors IDF
Gestionnaire Paie;4 à 7 ans;Bac+3;Cabinet d'Expertise Comptable;NC;51 à 250;41 à 60;Internalisée (tout est géré en interne);501 à 700;NC;10;Non;NC;NC;4 à 7 ans;1;43000;Non;Non;45;Femme;46 à 55 ans;Gestionnaire Paie;Hors IDF
Responsable Paie Adjoint(e);1 à 3 ans;Bac+2;Entreprise;Commerce / Négoce / Distribution;5001 à 10 000;NC;Internalisée (tout est géré en interne);51 à 150;NC;2 à 3;Oui;1 501 à 3 000;6 à 10;8 à 12 ans;2;40300;Oui;Non;69;Homme;26 à 35 ans;Responsable Adjoint Paie;Hors IDF
Responsable Paie & SIRH;8 à 12 ans;Bac+5;Entreprise;Services aux entreprises;10 001 à 30 000;NC;Internalisée (tout est géré en interne);701;NC;4 à 6;Non;NC;NC;8 à 12 ans;2;65000;Oui;Non;13;Femme;36 à 45 ans;Responsable Paie;Hors IDF
Gestionnaire Paie;8 à 12 ans;Bac+2;Entreprise;Transport / Logistique;251 à 1000;NC;Internalisée (tout est géré en interne);501 à 700;NC;2 à 3;Non;NC;NC;8 à 12 ans;1;40800;Non;Non;95;Femme;26 à 35 ans;Gestionnaire Paie;IDF
Responsable Paie;1 à 3 ans;Bac+3;Entreprise;Etudes / Conseils;2500 à 5000;NC;Internalisée (tout est géré en interne);701;NC;2 à 3;Oui;3 001 à 5 000;1;8 à 12 ans;1;54000;Oui;Non;92;Femme;36 à 45 ans;Responsable Paie;IDF
Gestionnaire Paie & ADP;1 à 3 ans;Bac+3;Entreprise;Informatique / Télécoms;10 001 à 30 000;NC;Internalisée (tout est géré en interne);501 à 700;NC;1;Non;NC;NC;8 à 12 ans;2;38000;Oui;Non;92;Femme;26 à 35 ans;Gestionnaire Paie;IDF
Gestionnaire Paie & ADP;8 à 12 ans;Bac+3;Entreprise;Automobile;5001 à 10 000;NC;Internalisée (tout est géré en interne);701;NC;1;Non;NC;NC;8 à 12 ans;2;36000;Non;Non;6;Femme;46 à 55 ans;Gestionnaire Paie;Hors IDF
Responsable Paie;1 à 3 ans;Bac+5;Entreprise;BTP / Travaux / Construction;51 à 250;NC;Semi externalisée (le prestataire paie prend certains sujets en charge);151 à 300;NC;1;Non;NC;NC;15 à 20 ans;3;54000;Oui;Non;92;Femme;26 à 35 ans;Responsable Paie;IDF
Gestionnaire Paie;1 à 3 ans;Bac+5;Société d'externalisation de paies;NC;2500 à 5000;-10;Totalement externalisée (la production du BS est gérée par le prestataire);NC;701;2 à 3;Non;NC;NC;8 à 12 ans;2;38000;Oui;Non;92;Femme;36 à 45 ans;Gestionnaire Paie;IDF
Gestionnaire Paie;4 à 7 ans;Bac+2;Cabinet d'Expertise Comptable;NC;Moins de 50;11 à 20;Semi externalisée (le prestataire paie prend certains sujets en charge);301 à 500;NC;4 à 6;Non;NC;NC;4 à 7 ans;1;48000;Oui;Non;75;Femme;36 à 45 ans;Gestionnaire Paie;IDF
Responsable Paie;4 à 7 ans;Bac+3;Entreprise;Santé - Etablissements Hospitaliers;5001 à 10 000;NC;Internalisée (tout est géré en interne);151 à 300;NC;2 à 3;Oui;1 501 à 3 000;2 à 5;8 à 12 ans;1;50000;Non;Non;59;Femme;36 à 45 ans;Responsable Paie;Hors IDF
Gestionnaire Paie & ADP;8 à 12 ans;Bac+2;Entreprise;Commerce / Négoce / Distribution;1000 à 2500;NC;Semi externalisée (le prestataire paie prend certains sujets en charge);51 à 150;NC;2 à 3;Non;NC;NC;8 à 12 ans;3;45500;Non;Oui, écrit et oral;75;Homme;+ 56 ans;Gestionnaire Paie;IDF
Responsable Paie;1 à 3 ans;Bac+3;Entreprise;Edition / Communication / Multimédia;251 à 1000;NC;Internalisée (tout est géré en interne);301 à 500;NC;1;Non;NC;NC;8 à 12 ans;1;50000;Non;Non;93;Homme;36 à 45 ans;Responsable Paie;IDF
Gestionnaire Paie;4 à 7 ans;Bac+2;Entreprise;Commerce / Négoce / Distribution;1000 à 2500;NC;Semi externalisée (le prestataire paie prend certains sujets en charge);301 à 500;NC;2 à 3;Non;NC;NC;4 à 7 ans;3;38500;Non;Oui, écrit;8;Femme;46 à 55 ans;Gestionnaire Paie;Hors IDF
Gestionnaire Paie & ADP;+ 12 ans;Bac+3;Entreprise;Commerce / Négoce / Distribution;30 001;NC;Internalisée (tout est géré en interne);301 à 500;NC;1;Non;NC;NC;15 à 20 ans;2;42000;Oui;Non;75;Femme;36 à 45 ans;Gestionnaire Paie;IDF
Gestionnaire Paie;1 à 3 ans;Bac+3;Entreprise;Retail;1000 à 2500;NC;Semi externalisée (le prestataire paie prend certains sujets en charge);701;NC;1;Non;NC;NC;1 à 3 ans;0;40000;Non;Oui, écrit et oral;75;Homme;26 à 35 ans;Gestionnaire Paie;IDF
Gestionnaire Paie & ADP;8 à 12 ans;Bac+2;Entreprise;BTP / Travaux / Construction;30 001;NC;Internalisée (tout est géré en interne);151 à 300;NC;1;Non;NC;NC;8 à 12 ans;2;44000;Oui;Non;92;Femme;36 à 45 ans;Gestionnaire Paie;IDF
Gestionnaire Paie;4 à 7 ans;Bac+5;Entreprise;Industries;30 001;NC;Internalisée (tout est géré en interne);701;NC;2 à 3;Non;NC;NC;4 à 7 ans;2;38582;Oui;Non;94;Homme;26 à 35 ans;Gestionnaire Paie;IDF
Responsable Paie & SIRH;4 à 7 ans;Bac+5;Entreprise;Médico Social;251 à 1000;NC;Semi externalisée (le prestataire paie prend certains sujets en charge);701;NC;2 à 3;Oui;501 à 1 500;2 à 5;15 à 20 ans;2;72000;Non;Non;75;Homme;36 à 45 ans;Responsable Paie;IDF
Responsable Paie;+ 12 ans;Bac+2;Entreprise;Médico Social;1000 à 2500;NC;Totalement externalisée (la production du BS est gérée par le prestataire);NC;701;2 à 3;Non;NC;NC;15 à 20 ans;2;55000;Oui;Non;78;Femme;46 à 55 ans;Responsable Paie;IDF
Responsable Paie;4 à 7 ans;Bac+3;Entreprise;Retail;251 à 1000;NC;Internalisée (tout est géré en interne);501 à 700;NC;1;Oui;501 à 1 500;2 à 5;8 à 12 ans;2;55000;Oui;Non;92;Femme;26 à 35 ans;Responsable Paie;IDF
Responsable Paie;1 à 3 ans;Bac+3;Cabinet d'Expertise Comptable;NC;251 à 1000;21 à 40;Totalement externalisée (la production du BS est gérée par le prestataire);NC;701;6 à 10;Oui;1 501 à 3 000;2 à 5;8 à 12 ans;3;53000;Oui;Non;92;Femme;26 à 35 ans;Responsable Paie;IDF
Gestionnaire Paie & ADP;+ 12 ans;Bac+3;Entreprise;Commerce / Négoce / Distribution;10 001 à 30 000;NC;Internalisée (tout est géré en interne);151 à 300;NC;2 à 3;Non;NC;NC;15 à 20 ans;3;31500;Non;Non;49;Femme;36 à 45 ans;Gestionnaire Paie;Hors IDF
Consultant(e) Paie;8 à 12 ans;Bac+5;Entreprise;Banque / Assurance / Mutuelle;5001 à 10 000;NC;Internalisée (tout est géré en interne);701;NC;1;Non;NC;NC;8 à 12 ans;3;60000;Oui;Non;75;Homme;36 à 45 ans;Consultant Paie;IDF
Responsable Paie;1 à 3 ans;Bac+3;Société d'externalisation de paies;NC;51 à 250;91;Internalisée (tout est géré en interne);701;NC;4 à 6;Oui;5 001 à 10 000;11 à 20;4 à 7 ans;2;42000;Oui;Non;69;Femme;36 à 45 ans;Responsable Paie;Hors IDF
Gestionnaire Paie & ADP;4 à 7 ans;Bac+5;Entreprise;Industries;51 à 250;NC;Semi externalisée (le prestataire paie prend certains sujets en charge);51 à 150;NC;1;Oui;- de 500;1;4 à 7 ans;2;51000;Oui;Oui, écrit et oral;92;Femme;46 à 55 ans;Gestionnaire Paie;IDF
Gestionnaire Paie & ADP;1 à 3 ans;Bac+5;Entreprise;HCR (Hotels, Cafés, Restaurants);10 001 à 30 000;NC;Internalisée (tout est géré en interne);301 à 500;NC;4 à 6;Non;NC;NC;4 à 7 ans;2;50000;Non;Non;11;Femme;36 à 45 ans;Gestionnaire Paie;Hors IDF
Gestionnaire Paie & ADP;8 à 12 ans;Bac+2;Entreprise;Edition / Communication / Multimédia;51 à 250;NC;Semi externalisée (le prestataire paie prend certains sujets en charge);51 à 150;NC;1;Non;NC;NC;15 à 20 ans;3;45000;Oui;Non;75;Femme;46 à 55 ans;Gestionnaire Paie;IDF
Responsable Paie & SIRH;4 à 7 ans;Bac+5;Entreprise;Informatique / Télécoms;51 à 250;NC;Totalement externalisée (la production du BS est gérée par le prestataire);NC;151 à 300;1;Oui;- de 500;1;4 à 7 ans;3;69000;Non;Oui, écrit et oral;75;Femme;36 à 45 ans;Responsable Paie;IDF
Directeur/trice Paie;+ 12 ans;Bac+5;Cabinet d'Expertise Comptable;NC;10 001 à 30 000;-10;Semi externalisée (le prestataire paie prend certains sujets en charge);0;NC;10;Oui;3 001 à 5 000;21 à 40;+ de 21 ans;3;98000;Non;Non;92;Femme;+ 56 ans;Responsable Paie;IDF
Responsable Paie & SIRH;8 à 12 ans;Bac+5;Société d'externalisation de paies;NC;251 à 1000;11 à 20;Totalement externalisée (la production du BS est gérée par le prestataire);NC;501 à 700;6 à 10;Non;NC;NC;8 à 12 ans;0;70000;Oui;Oui, écrit et oral;75;Femme;26 à 35 ans;Responsable Paie;IDF
Responsable Paie;1 à 3 ans;Bac+2;Cabinet d'Expertise Comptable;NC;Moins de 50;91;Internalisée (tout est géré en interne);151 à 300;NC;10;Oui;- de 500;1;4 à 7 ans;2;43000;Oui;Non;75;Femme;36 à 45 ans;Responsable Paie;IDF
Responsable Paie & SIRH;1 à 3 ans;Bac+3;Entreprise;Associatif;251 à 1000;NC;Internalisée (tout est géré en interne);301 à 500;NC;2 à 3;Oui;501 à 1 500;2 à 5;8 à 12 ans;2;68000;Oui;;5;Femme;36 à 45 ans;Responsable Paie;Hors IDF
Responsable Paie;1 à 3 ans;Bac;Entreprise;Associatif;5001 à 10 000;NC;Internalisée (tout est géré en interne);0;NC;1;Oui;5 001 à 10 000;6 à 10;15 à 20 ans;2;49500;Non;Non;44;Homme;46 à 55 ans;Responsable Paie;Hors IDF
Consultant(e) Paie;+ 12 ans;Bac+5;Entreprise;Agroalimentaire;5001 à 10 000;NC;Internalisée (tout est géré en interne);701;NC;2 à 3;Oui;3 001 à 5 000;11 à 20;8 à 12 ans;3;80000;Oui;Oui, écrit;92;Homme;26 à 35 ans;Consultant Paie;IDF
Gestionnaire Paie;8 à 12 ans;Bac+3;Entreprise;Commerce / Négoce / Distribution;251 à 1000;NC;Internalisée (tout est géré en interne);301 à 500;NC;2 à 3;Non;NC;NC;8 à 12 ans;0;43200;Non;Non;95;Femme;26 à 35 ans;Gestionnaire Paie;IDF
Responsable Paie & SIRH;4 à 7 ans;Bac+5;Cabinet d'Expertise Comptable;NC;51 à 250;11 à 20;Internalisée (tout est géré en interne);501 à 700;NC;6 à 10;Oui;5 001 à 10 000;6 à 10;15 à 20 ans;0;49000;Oui;Non;74;Femme;36 à 45 ans;Responsable Paie;Hors IDF
Responsable Paie & SIRH;1 à 3 ans;Bac+5;Entreprise;Etudes / Conseils;51 à 250;NC;Semi externalisée (le prestataire paie prend certains sujets en charge);51 à 150;NC;1;Non;NC;NC;4 à 7 ans;3;55000;Oui;Oui, écrit et oral;92;Femme;26 à 35 ans;Responsable Paie;IDF
Gestionnaire Paie & ADP;4 à 7 ans;Bac+5;Entreprise;Banque / Assurance / Mutuelle;51 à 250;NC;Semi externalisée (le prestataire paie prend certains sujets en charge);151 à 300;NC;2 à 3;Non;NC;NC;4 à 7 ans;3;47000;Non;Oui, écrit et oral;75;Femme;26 à 35 ans;Gestionnaire Paie;IDF
Responsable Paie & SIRH;+ 12 ans;Bac+2;Entreprise;Associatif;251 à 1000;NC;Internalisée (tout est géré en interne);701;NC;1;Oui;1 501 à 3 000;6 à 10;15 à 20 ans;1;58000;Oui;Non;77;Femme;46 à 55 ans;Responsable Paie;IDF
Responsable Paie;4 à 7 ans;Bac+2;Entreprise;Industries;251 à 1000;NC;Internalisée (tout est géré en interne);301 à 500;NC;1;Oui;- de 500;2 à 5;8 à 12 ans;0;49000;Non;Non;75;Femme;46 à 55 ans;Responsable Paie;IDF
Responsable Paie & SIRH;+ 12 ans;Bac+5;Entreprise;Services aux entreprises;1000 à 2500;NC;Internalisée (tout est géré en interne);701;NC;2 à 3;Oui;1 501 à 3 000;6 à 10;+ de 21 ans;2;70000;Non;Oui, écrit et oral;92;Homme;+ 56 ans;Responsable Paie;IDF
Responsable Paie;+ 12 ans;Bac+3;Entreprise;Transport / Logistique;5001 à 10 000;NC;Semi externalisée (le prestataire paie prend certains sujets en charge);701;NC;2 à 3;Oui;3 001 à 5 000;6 à 10;15 à 20 ans;3;60000;Oui;Oui, écrit;92;Femme;+ 56 ans;Responsable Paie;IDF
Gestionnaire Paie & ADP;4 à 7 ans;Bac+5;Entreprise;Etudes / Conseils;251 à 1000;NC;Totalement externalisée (la production du BS est gérée par le prestataire);NC;151 à 300;1;Non;NC;NC;4 à 7 ans;4;41000;Non;Oui, écrit et oral;75;Femme;36 à 45 ans;Gestionnaire Paie;IDF
Responsable Paie;1 à 3 ans;Bac+3;Entreprise;HCR (Hotels, Cafés, Restaurants);251 à 1000;NC;Internalisée (tout est géré en interne);501 à 700;NC;1;Oui;501 à 1 500;1;8 à 12 ans;0;61000;Oui;Non;75;Femme;36 à 45 ans;Responsable Paie;IDF
Gestionnaire Paie;4 à 7 ans;;Entreprise;BTP / Travaux / Construction;2500 à 5000;NC;Internalisée (tout est géré en interne);701;NC;1;Non;NC;NC;4 à 7 ans;2;45000;Oui;;92;Femme;36 à 45 ans;Gestionnaire Paie;IDF
Gestionnaire Paie;1 à 3 ans;Bac+2;Entreprise;Industries;30 001;NC;Internalisée (tout est géré en interne);501 à 700;NC;1;Non;NC;NC;1 à 3 ans;2;36338;Oui;Non;94;Homme;46 à 55 ans;Gestionnaire Paie;IDF
Gestionnaire Paie;1 à 3 ans;Bac+2;Entreprise;Divertissement / parc attraction;10 001 à 30 000;NC;Internalisée (tout est géré en interne);701;NC;4 à 6;Non;NC;NC;1 à 3 ans;3;35000;Oui;Oui, écrit et oral;77;Femme;36 à 45 ans;Gestionnaire Paie;IDF
Gestionnaire Paie;8 à 12 ans;Bac+2;Entreprise;Informatique / Télécoms;2500 à 5000;NC;Internalisée (tout est géré en interne);301 à 500;NC;1;Non;NC;NC;8 à 12 ans;2;42000;Oui;Oui, écrit et oral;95;Homme;36 à 45 ans;Gestionnaire Paie;IDF
Responsable Paie;+ 12 ans;Bac;Entreprise;Edition / Communication / Multimédia;251 à 1000;NC;Internalisée (tout est géré en interne);301 à 500;NC;1;Oui;501 à 1 500;2 à 5;+ de 21 ans;2;60000;Non;Oui, écrit;91;Femme;+ 56 ans;Responsable Paie;IDF
Gestionnaire Paie;4 à 7 ans;Bac+2;Cabinet d'Expertise Comptable;NC;Moins de 50;21 à 40;Internalisée (tout est géré en interne);501 à 700;NC;10;Non;NC;NC;4 à 7 ans;1;30000;Non;Non;67;Femme;26 à 35 ans;Gestionnaire Paie;Hors IDF
Gestionnaire Paie & ADP;1 à 3 ans;Bac+2;Cabinet d'Expertise Comptable;NC;Moins de 50;41 à 60;Internalisée (tout est géré en interne);151 à 300;NC;6 à 10;Non;NC;NC;1 à 3 ans;0;35000;Oui;Non;75;Femme;26 à 35 ans;Gestionnaire Paie;IDF
Responsable Paie;4 à 7 ans;Bac+3;Cabinet d'Expertise Comptable;NC;Moins de 50;61 à 90;Internalisée (tout est géré en interne);301 à 500;NC;6 à 10;Oui;1 501 à 3 000;11 à 20;8 à 12 ans;2;43000;Oui;Non;31;Femme;36 à 45 ans;Responsable Paie;Hors IDF
Responsable Paie & SIRH;4 à 7 ans;Bac+3;Entreprise;Associatif;1000 à 2500;NC;Internalisée (tout est géré en interne);701;NC;2 à 3;Oui;501 à 1 500;2 à 5;+ de 21 ans;1;59000;Oui;Non;75;Femme;46 à 55 ans;Responsable Paie;IDF
Gestionnaire Paie & ADP;1 à 3 ans;Bac+3;Entreprise;Spectacle;51 à 250;NC;Totalement externalisée (la production du BS est gérée par le prestataire);NC;301 à 500;10;Non;NC;NC;1 à 3 ans;5;35000;Oui;Non;75;Homme;36 à 45 ans;Gestionnaire Paie;IDF
Gestionnaire Paie;8 à 12 ans;Bac+3;Cabinet d'Expertise Comptable;NC;Moins de 50;41 à 60;Internalisée (tout est géré en interne);151 à 300;NC;10;Non;NC;NC;8 à 12 ans;1;41400;Non;Non;95;Femme;36 à 45 ans;Gestionnaire Paie;IDF
Gestionnaire Paie;+ 12 ans;Bac+5;Entreprise;BTP / Travaux / Construction;1000 à 2500;NC;Internalisée (tout est géré en interne);151 à 300;NC;4 à 6;Non;NC;NC;15 à 20 ans;2;50000;Oui;Non;75;Femme;36 à 45 ans;Gestionnaire Paie;IDF
